RaceId,DriverId,Stops,Year,Race,No,DriverName,Code,Car,Lap,TimeOfDay,Time,Total
254,64,1,1995,pacific,21,Pedro Diniz,DIN,Forti Ford,26,14:36:42,30.257,30.257
254,30,2,1995,pacific,1,Michael Schumacher,MSC,Benetton Renault,38,14:49:48,25.802,49.087
254,71,2,1995,pacific,5,Damon Hill,HIL,Williams Renault,39,14:51:42,26.392,55.707
254,65,2,1995,pacific,2,Johnny Herbert,HER,Benetton Renault,39,14:51:49,25.568,51.838
254,55,2,1995,pacific,27,Jean Alesi,ALE,Ferrari,40,14:53:01,26.367,52.368
254,87,2,1995,pacific,7,Mark Blundell,BLU,McLaren Mercedes,40,14:53:34,25.740,51.783
254,77,2,1995,pacific,28,Gerhard Berger,BER,Ferrari,42,14:55:42,24.967,51.176
254,90,2,1995,pacific,22,Roberto Moreno,MOR,Forti Ford,40,14:56:19,30.707,1:02.201
254,76,2,1995,pacific,8,Jan Magnussen,MAG,McLaren Mercedes,42,14:56:30,25.179,50.942
254,64,2,1995,pacific,21,Pedro Diniz,DIN,Forti Ford,44,15:02:22,29.124,59.381
254,81,2,1995,pacific,9,Gianni Morbidelli,MOR,Footwork Hart,48,15:05:18,29.712,58.351
254,14,2,1995,pacific,6,David Coulthard,COU,Williams Renault,50,15:05:30,27.297,54.774
254,69,2,1995,pacific,24,Luca Badoer,BAD,Minardi Ford,49,15:07:26,28.555,1:30.375
254,22,2,1995,pacific,14,Rubens Barrichello,BAR,Jordan Peugeot,51,15:08:17,27.863,55.833
254,56,2,1995,pacific,15,Eddie Irvine,IRV,Jordan Peugeot,52,15:09:26,29.078,55.797
254,63,2,1995,pacific,4,Mika Salo,SAL,Tyrrell Yamaha,51,15:09:28,28.028,58.395
254,83,2,1995,pacific,23,Pedro Lamy,LAM,Minardi Ford,51,15:09:31,27.053,56.469
254,49,2,1995,pacific,30,Heinz-Harald Frentzen,FRE,Sauber Ford,53,15:10:47,25.355,52.831
254,79,2,1995,pacific,3,Ukyo Katayama,KAT,Tyrrell Yamaha,54,15:13:41,28.608,1:00.036
254,44,2,1995,pacific,26,Olivier Panis,PAN,Ligier Mugen Honda,55,15:13:49,28.054,57.268
254,55,3,1995,pacific,27,Jean Alesi,ALE,Ferrari,57,15:15:49,25.367,1:17.735
254,77,3,1995,pacific,28,Gerhard Berger,BER,Ferrari,58,15:16:59,26.472,1:17.648
254,30,3,1995,pacific,1,Michael Schumacher,MSC,Benetton Renault,60,15:18:35,24.227,1:13.314
254,71,3,1995,pacific,5,Damon Hill,HIL,Williams Renault,60,15:19:20,25.753,1:21.460
254,90,3,1995,pacific,22,Roberto Moreno,MOR,Forti Ford,57,15:20:29,27.494,1:29.695
254,87,3,1995,pacific,7,Mark Blundell,BLU,McLaren Mercedes,60,15:20:33,27.088,1:18.871
254,65,3,1995,pacific,2,Johnny Herbert,HER,Benetton Renault,61,15:21:09,25.238,1:17.076
254,76,3,1995,pacific,8,Jan Magnussen,MAG,McLaren Mercedes,62,15:23:26,25.366,1:16.308
254,64,3,1995,pacific,21,Pedro Diniz,DIN,Forti Ford,61,15:27:00,27.091,1:26.472
254,56,3,1995,pacific,15,Eddie Irvine,IRV,Jordan Peugeot,73,15:38:20,26.710,1:22.507
255,55,1,1995,japan,27,Jean Alesi,ALE,Ferrari,5,14:09:54,29.669,29.669
255,77,1,1995,japan,28,Gerhard Berger,BER,Ferrari,6,14:12:12,22.819,22.819
255,55,2,1995,japan,27,Jean Alesi,ALE,Ferrari,7,14:14:26,32.700,1:02.369
255,22,1,1995,japan,14,Rubens Barrichello,BAR,Jordan Peugeot,8,14:16:31,32.927,32.927
255,65,1,1995,japan,2,Johnny Herbert,HER,Benetton Renault,8,14:16:33,32.418,32.418
255,44,1,1995,japan,26,Olivier Panis,PAN,Ligier Mugen Honda,8,14:16:36,43.864,43.864
255,71,1,1995,japan,5,Damon Hill,HIL,Williams Renault,9,14:18:11,34.168,34.168
255,49,1,1995,japan,30,Heinz-Harald Frentzen,FRE,Sauber Ford,9,14:18:34,34.495,34.495
255,63,1,1995,japan,4,Mika Salo,SAL,Tyrrell Yamaha,9,14:18:35,35.949,35.949
255,30,1,1995,japan,1,Michael Schumacher,MSC,Benetton Renault,10,14:19:58,32.522,32.522
255,14,1,1995,japan,6,David Coulthard,COU,Williams Renault,10,14:20:22,33.720,33.720
255,79,1,1995,japan,3,Ukyo Katayama,KAT,Tyrrell Yamaha,10,14:20:48,37.733,37.733
255,57,1,1995,japan,8,Mika Hakkinen,HAK,McLaren Mercedes,11,14:22:10,32.172,32.172
255,56,1,1995,japan,15,Eddie Irvine,IRV,Jordan Peugeot,11,14:22:15,33.734,33.734
255,83,1,1995,japan,23,Pedro Lamy,LAM,Minardi Ford,11,14:22:55,38.484,38.484
255,87,1,1995,japan,7,Mark Blundell,BLU,McLaren Mercedes,11,14:23:15,32.193,32.193
255,91,1,1995,japan,29,Karl Wendlinger,WEN,Sauber Ford,11,14:23:16,40.231,40.231
255,64,1,1995,japan,21,Pedro Diniz,DIN,Forti Ford,11,14:23:43,42.032,42.032
255,69,1,1995,japan,24,Luca Badoer,BAD,Minardi Ford,12,14:24:50,36.800,36.800
255,85,1,1995,japan,17,Andrea Montermini,MON,Pacific Ilmor,13,14:27:32,42.609,42.609
255,89,1,1995,japan,10,Taki Inoue,INO,Footwork Hart,14,14:29:28,50.203,50.203
255,49,2,1995,japan,30,Heinz-Harald Frentzen,FRE,Sauber Ford,20,14:39:26,48.218,1:22.713
255,56,2,1995,japan,15,Eddie Irvine,IRV,Jordan Peugeot,26,14:49:55,48.478,1:22.212
255,65,2,1995,japan,2,Johnny Herbert,HER,Benetton Renault,26,14:50:03,32.988,1:05.406
255,64,2,1995,japan,21,Pedro Diniz,DIN,Forti Ford,26,14:51:28,45.722,1:27.754
255,57,2,1995,japan,8,Mika Hakkinen,HAK,McLaren Mercedes,28,14:52:55,38.818,1:10.990
255,44,2,1995,japan,26,Olivier Panis,PAN,Ligier Mugen Honda,28,14:54:10,39.145,1:23.009
255,89,2,1995,japan,10,Taki Inoue,INO,Footwork Hart,27,14:54:16,42.473,1:32.676
255,30,2,1995,japan,1,Michael Schumacher,MSC,Benetton Renault,31,14:57:42,36.547,1:09.069
255,63,2,1995,japan,4,Mika Salo,SAL,Tyrrell Yamaha,31,14:59:35,36.702,1:12.651
255,87,2,1995,japan,7,Mark Blundell,BLU,McLaren Mercedes,31,14:59:52,36.407,1:08.600
255,14,2,1995,japan,6,David Coulthard,COU,Williams Renault,34,15:03:24,35.561,1:09.281
255,69,2,1995,japan,24,Luca Badoer,BAD,Minardi Ford,33,15:03:57,37.637,1:14.437
255,71,2,1995,japan,5,Damon Hill,HIL,Williams Renault,35,15:04:53,34.638,1:08.806
255,83,2,1995,japan,23,Pedro Lamy,LAM,Minardi Ford,35,15:08:03,43.364,1:21.848
255,71,3,1995,japan,5,Damon Hill,HIL,Williams Renault,37,15:09:11,57.219,2:06.025
255,56,3,1995,japan,15,Eddie Irvine,IRV,Jordan Peugeot,37,15:09:43,33.109,1:55.321
255,91,2,1995,japan,29,Karl Wendlinger,WEN,Sauber Ford,38,15:12:59,35.637,1:15.868
255,65,3,1995,japan,2,Johnny Herbert,HER,Benetton Renault,40,15:14:50,32.594,1:38.000
255,91,3,1995,japan,29,Karl Wendlinger,WEN,Sauber Ford,39,15:15:30,48.847,2:04.715
255,49,3,1995,japan,30,Heinz-Harald Frentzen,FRE,Sauber Ford,40,15:15:43,1:13.530,2:36.243
256,71,1,1995,australia,5,Damon Hill,HIL,Williams Renault,19,14:24:54,25.343,25.343
256,77,1,1995,australia,28,Gerhard Berger,BER,Ferrari,19,14:25:20,28.049,28.049
256,30,1,1995,australia,1,Michael Schumacher,MSC,Benetton Renault,22,14:29:08,23.478,23.478
256,49,1,1995,australia,30,Heinz-Harald Frentzen,FRE,Sauber Ford,22,14:29:35,25.236,25.236
256,55,1,1995,australia,27,Jean Alesi,ALE,Ferrari,23,14:30:48,38.549,38.549
256,30,2,1995,australia,1,Michael Schumacher,MSC,Benetton Renault,24,14:32:15,45.209,1:08.687
256,44,1,1995,australia,26,Olivier Panis,PAN,Ligier Mugen Honda,24,14:32:57,28.136,28.136
256,56,1,1995,australia,15,Eddie Irvine,IRV,Jordan Peugeot,25,14:33:47,26.273,26.273
256,83,1,1995,australia,23,Pedro Lamy,LAM,Minardi Ford,25,14:35:28,27.363,27.363
256,63,1,1995,australia,4,Mika Salo,SAL,Tyrrell Yamaha,26,14:36:15,49.13,49.130
256,84,1,1995,australia,25,Martin Brundle,BRU,Ligier Mugen Honda,27,14:36:45,31.376,31.376
256,64,1,1995,australia,21,Pedro Diniz,DIN,Forti Ford,26,14:36:57,28.619,28.619
256,92,1,1995,australia,16,Bertrand Gachot,GAC,Pacific Ilmor,26,14:37:28,32.712,32.712
256,81,1,1995,australia,9,Gianni Morbidelli,MOR,Footwork Hart,28,14:38:31,28.479,28.479
256,79,1,1995,australia,3,Ukyo Katayama,KAT,Tyrrell Yamaha,28,14:39:25,29.249,29.249
256,65,1,1995,australia,2,Johnny Herbert,HER,Benetton Renault,31,14:41:45,25.814,25.814
256,87,1,1995,australia,7,Mark Blundell,BLU,McLaren Mercedes,33,14:45:38,26.311,26.311
256,71,2,1995,australia,5,Damon Hill,HIL,Williams Renault,40,14:52:56,25.478,50.821
256,56,2,1995,australia,15,Eddie Irvine,IRV,Jordan Peugeot,41,14:55:51,24.733,51.006
256,63,2,1995,australia,4,Mika Salo,SAL,Tyrrell Yamaha,51,15:11:17,29.23,1:18.360
256,65,2,1995,australia,2,Johnny Herbert,HER,Benetton Renault,54,15:12:58,29.001,54.815
256,92,2,1995,australia,16,Bertrand Gachot,GAC,Pacific Ilmor,51,15:13:38,30.282,1:02.994
256,44,2,1995,australia,26,Olivier Panis,PAN,Ligier Mugen Honda,54,15:14:07,27.03,55.166
256,64,2,1995,australia,21,Pedro Diniz,DIN,Forti Ford,52,15:14:23,31.517,1:00.136
256,81,2,1995,australia,9,Gianni Morbidelli,MOR,Footwork Hart,54,15:14:29,33.256,1:01.735
256,79,2,1995,australia,3,Ukyo Katayama,KAT,Tyrrell Yamaha,53,15:14:54,37.412,1:06.661
256,83,2,1995,australia,23,Pedro Lamy,LAM,Minardi Ford,54,15:15:43,28.703,56.066
256,87,2,1995,australia,7,Mark Blundell,BLU,McLaren Mercedes,56,15:17:30,26.72,53.031
256,56,3,1995,australia,15,Eddie Irvine,IRV,Jordan Peugeot,58,15:19:15,24.834,1:15.840
256,71,3,1995,australia,5,Damon Hill,HIL,Williams Renault,60,15:19:56,38.938,1:29.759
256,56,4,1995,australia,15,Eddie Irvine,IRV,Jordan Peugeot,62,15:25:05,22.57,1:38.410
256,44,3,1995,australia,26,Olivier Panis,PAN,Ligier Mugen Honda,70,15:36:11,24.651,1:19.817
224,83,1,1996,australia,20,Pedro Lamy,LAM,Minardi Ford,9,14:15:23,59.577,59.577
224,50,1,1996,australia,17,Jos Verstappen,VER,Footwork Hart,14,14:23:00,31.176,31.176
224,63,1,1996,australia,19,Mika Salo,SAL,Tyrrell Yamaha,16,14:26:04,31.159,31.159
224,21,1,1996,australia,21,Giancarlo Fisichella,FIS,Minardi Ford,18,14:29:57,45.501,45.501
224,44,1,1996,australia,9,Olivier Panis,PAN,Ligier Mugen Honda,19,14:31:01,25.109,25.109
224,30,1,1996,australia,1,Michael Schumacher,MSC,Ferrari,20,14:31:47,29.301,29.301
224,49,1,1996,australia,15,Heinz-Harald Frentzen,FRE,Sauber Ford,20,14:32:36,38.449,38.449
224,64,1,1996,australia,10,Pedro Diniz,DIN,Ligier Mugen Honda,20,14:33:07,34.008,34.008
224,56,1,1996,australia,2,Eddie Irvine,IRV,Ferrari,22,14:35:17,27.894,27.894
224,77,1,1996,australia,4,Gerhard Berger,BER,Benetton Renault,24,14:38:55,24.534,24.534
224,22,1,1996,australia,11,Rubens Barrichello,BAR,Jordan Peugeot,25,14:40:31,27.954,27.954
224,79,1,1996,australia,18,Ukyo Katayama,KAT,Tyrrell Yamaha,27,14:44:23,33.075,33.075
224,73,1,1996,australia,16,Ricardo Rosset,ROS,Footwork Hart,28,14:46:27,34.856,34.856
224,35,1,1996,australia,6,Jacques Villeneuve,VIL,Williams Renault,30,14:47:33,34.503,34.503
224,57,1,1996,australia,7,Mika Hakkinen,HAK,McLaren Mercedes,30,14:48:31,31.244,31.244
224,71,1,1996,australia,5,Damon Hill,HIL,Williams Renault,32,14:50:43,35.315,35.315
224,44,2,1996,australia,9,Olivier Panis,PAN,Ligier Mugen Honda,31,14:50:45,30.289,55.398
224,30,2,1996,australia,1,Michael Schumacher,MSC,Ferrari,32,14:51:39,1:22.736,1:52.037
224,83,2,1996,australia,20,Pedro Lamy,LAM,Minardi Ford,30,14:51:51,32.663,1:32.240
224,64,2,1996,australia,10,Pedro Diniz,DIN,Ligier Mugen Honda,32,14:53:25,29.773,1:03.781
224,63,2,1996,australia,19,Mika Salo,SAL,Tyrrell Yamaha,35,14:57:15,26.727,57.886
224,49,2,1996,australia,15,Heinz-Harald Frentzen,FRE,Sauber Ford,39,15:04:00,27.796,1:06.245
224,83,3,1996,australia,20,Pedro Lamy,LAM,Minardi Ford,37,15:05:13,1:49.211,3:21.451
224,77,2,1996,australia,4,Gerhard Berger,BER,Benetton Renault,41,15:06:26,25.069,49.603
224,56,2,1996,australia,2,Eddie Irvine,IRV,Ferrari,42,15:07:38,26.934,54.828
225,69,1,1996,brazil,22,Luca Badoer,BAD,Forti Ford,10,14:18:17,47.56,47.560
225,14,1,1996,brazil,8,David Coulthard,COU,McLaren Mercedes,22,14:37:32,50.15,50.150
225,30,1,1996,brazil,1,Michael Schumacher,MSC,Ferrari,24,14:40:04,47.675,47.675
225,49,1,1996,brazil,15,Heinz-Harald Frentzen,FRE,Sauber Ford,26,14:43:19,45.063,45.063
225,44,1,1996,brazil,9,Olivier Panis,PAN,Ligier Mugen Honda,26,14:43:56,47.828,47.828
225,65,1,1996,brazil,14,Johnny Herbert,HER,Sauber Ford,27,14:46:17,45.434,45.434
225,57,1,1996,brazil,7,Mika Hakkinen,HAK,McLaren Mercedes,30,14:50:24,47.573,47.573
225,84,1,1996,brazil,12,Martin Brundle,BRU,Jordan Peugeot,30,14:50:26,48.641,48.641
225,79,1,1996,brazil,18,Ukyo Katayama,KAT,Tyrrell Yamaha,32,14:54:25,48.071,48.071
225,83,1,1996,brazil,20,Pedro Lamy,LAM,Minardi Ford,33,14:56:10,48.716,48.716
225,22,1,1996,brazil,11,Rubens Barrichello,BAR,Jordan Peugeot,34,14:56:20,47.665,47.665
225,56,1,1996,brazil,2,Eddie Irvine,IRV,Ferrari,35,14:58:32,45.683,45.683
225,63,1,1996,brazil,19,Mika Salo,SAL,Tyrrell Yamaha,36,15:00:07,47.256,47.256
225,64,1,1996,brazil,10,Pedro Diniz,DIN,Ligier Mugen Honda,38,15:03:54,48.637,48.637
225,71,1,1996,brazil,5,Damon Hill,HIL,Williams Renault,40,15:05:47,46.581,46.581
225,30,2,1996,brazil,1,Michael Schumacher,MSC,Ferrari,40,15:06:58,44.37,1:32.045
225,69,2,1996,brazil,22,Luca Badoer,BAD,Forti Ford,39,15:08:40,53.251,1:40.811
225,55,1,1996,brazil,3,Jean Alesi,ALE,Benetton Renault,42,15:09:11,46.561,46.561
225,44,2,1996,brazil,9,Olivier Panis,PAN,Ligier Mugen Honda,42,15:10:39,44.776,1:32.604
225,79,2,1996,brazil,18,Ukyo Katayama,KAT,Tyrrell Yamaha,42,15:11:30,30.771,1:18.842
225,22,2,1996,brazil,11,Rubens Barrichello,BAR,Jordan Peugeot,43,15:11:40,44.266,1:31.931
225,63,2,1996,brazil,19,Mika Salo,SAL,Tyrrell Yamaha,43,15:12:02,44.087,1:31.343
225,57,2,1996,brazil,7,Mika Hakkinen,HAK,McLaren Mercedes,43,15:12:04,42.349,1:29.922
225,56,2,1996,brazil,2,Eddie Irvine,IRV,Ferrari,43,15:12:24,41.014,1:26.697
225,64,2,1996,brazil,10,Pedro Diniz,DIN,Ligier Mugen Honda,43,15:12:44,42.945,1:31.582
225,84,2,1996,brazil,12,Martin Brundle,BRU,Jordan Peugeot,44,15:13:49,52.338,1:40.979
225,79,3,1996,brazil,18,Ukyo Katayama,KAT,Tyrrell Yamaha,45,15:16:42,45.732,2:04.574
225,83,2,1996,brazil,20,Pedro Lamy,LAM,Minardi Ford,46,15:18:01,51.043,1:39.759
226,63,1,1996,argentina,19,Mika Salo,SAL,Tyrrell Yamaha,15,14:24:48,3:29.116,3:29.116
226,58,1,1996,argentina,21,Tarso Marques,MAR,Minardi Ford,16,14:25:23,28.593,28.593
226,85,1,1996,argentina,23,Andrea Montermini,MON,Forti Ford,17,14:27:32,27.067,27.067
226,49,1,1996,argentina,15,Heinz-Harald Frentzen,FRE,Sauber Ford,20,14:31:14,24.836,24.836
226,30,1,1996,argentina,1,Michael Schumacher,MSC,Ferrari,21,14:32:05,24.645,24.645
226,50,1,1996,argentina,17,Jos Verstappen,VER,Footwork Hart,21,14:32:46,28.863,28.863
226,79,1,1996,argentina,18,Ukyo Katayama,KAT,Tyrrell Yamaha,21,14:32:58,27.092,27.092
226,55,1,1996,argentina,3,Jean Alesi,ALE,Benetton Renault,22,14:33:37,24.309,24.309
226,65,1,1996,argentina,14,Johnny Herbert,HER,Sauber Ford,22,14:34:36,25.728,25.728
226,69,1,1996,argentina,22,Luca Badoer,BAD,Forti Ford,22,14:35:43,29.711,29.711
226,71,1,1996,argentina,5,Damon Hill,HIL,Williams Renault,24,14:36:31,27.091,27.091
226,77,1,1996,argentina,4,Gerhard Berger,BER,Benetton Renault,24,14:36:43,25.572,25.572
226,73,1,1996,argentina,16,Ricardo Rosset,ROS,Footwork Hart,23,14:36:47,28.495,28.495
226,35,1,1996,argentina,6,Jacques Villeneuve,VIL,Williams Renault,25,14:38:31,29.759,29.759
226,14,1,1996,argentina,8,David Coulthard,COU,McLaren Mercedes,26,14:40:22,25.714,25.714
226,56,1,1996,argentina,2,Eddie Irvine,IRV,Ferrari,26,14:40:26,25.400,25.400
226,22,1,1996,argentina,11,Rubens Barrichello,BAR,Jordan Peugeot,28,14:43:42,34.984,34.984
226,63,2,1996,argentina,19,Mika Salo,SAL,Tyrrell Yamaha,25,14:43:51,32.543,4:01.659
226,44,1,1996,argentina,9,Olivier Panis,PAN,Ligier Mugen Honda,28,14:44:12,29.067,29.067
226,63,3,1996,argentina,19,Mika Salo,SAL,Tyrrell Yamaha,26,14:45:59,14:11.244,18:12.903
226,64,1,1996,argentina,10,Pedro Diniz,DIN,Ligier Mugen Honda,29,14:46:06,49.885,49.885
226,85,2,1996,argentina,23,Andrea Montermini,MON,Forti Ford,30,14:47:49,30.506,57.573
226,84,1,1996,argentina,12,Martin Brundle,BRU,Jordan Peugeot,31,14:47:51,34.030,34.030
226,44,2,1996,argentina,9,Olivier Panis,PAN,Ligier Mugen Honda,31,14:51:07,26.855,55.922
226,83,1,1996,argentina,20,Pedro Lamy,LAM,Minardi Ford,39,15:05:14,30.206,30.206
226,30,2,1996,argentina,1,Michael Schumacher,MSC,Ferrari,40,15:06:04,29.269,53.914
226,55,2,1996,argentina,3,Jean Alesi,ALE,Benetton Renault,44,15:12:02,41.887,1:06.196
226,50,2,1996,argentina,17,Jos Verstappen,VER,Footwork Hart,45,15:14:02,26.724,55.587
226,77,2,1996,argentina,4,Gerhard Berger,BER,Benetton Renault,47,15:16:40,25.888,51.460
226,56,2,1996,argentina,2,Eddie Irvine,IRV,Ferrari,47,15:17:05,27.296,52.696
226,35,2,1996,argentina,6,Jacques Villeneuve,VIL,Williams Renault,49,15:19:43,25.728,55.487
226,65,2,1996,argentina,14,Johnny Herbert,HER,Sauber Ford,49,15:20:24,26.058,51.786
226,14,2,1996,argentina,8,David Coulthard,COU,McLaren Mercedes,50,15:21:41,24.067,49.781
226,71,2,1996,argentina,5,Damon Hill,HIL,Williams Renault,51,15:22:32,25.308,52.399
226,85,3,1996,argentina,23,Andrea Montermini,MON,Forti Ford,51,15:26:11,28.251,1:25.824
226,77,3,1996,argentina,4,Gerhard Berger,BER,Benetton Renault,56,15:30:43,24.507,1:15.967
227,77,1,1996,europe,4,Gerhard Berger,BER,Benetton Renault,1,14:01:35,1:09.434,1:09.434
227,49,1,1996,europe,15,Heinz-Harald Frentzen,FRE,Sauber Ford,20,14:27:55,28.421,28.421
227,50,1,1996,europe,17,Jos Verstappen,VER,Footwork Hart,21,14:29:27,30.932,30.932
227,83,1,1996,europe,20,Pedro Lamy,LAM,Minardi Ford,21,14:29:52,30.112,30.112
227,71,1,1996,europe,5,Damon Hill,HIL,Williams Renault,22,14:30:37,42.349,42.349
227,84,1,1996,europe,12,Martin Brundle,BRU,Jordan Peugeot,22,14:30:48,30.386,30.386
227,65,1,1996,europe,14,Johnny Herbert,HER,Sauber Ford,22,14:30:49,29.794,29.794
227,77,2,1996,europe,4,Gerhard Berger,BER,Benetton Renault,22,14:31:29,29.730,1:39.164
227,30,1,1996,europe,1,Michael Schumacher,MSC,Ferrari,23,14:32:00,28.340,28.340
227,14,1,1996,europe,8,David Coulthard,COU,McLaren Mercedes,24,14:33:20,31.288,31.288
227,22,1,1996,europe,11,Rubens Barrichello,BAR,Jordan Peugeot,24,14:33:22,33.913,33.913
227,73,1,1996,europe,16,Ricardo Rosset,ROS,Footwork Hart,24,14:34:07,32.966,32.966
227,21,1,1996,europe,21,Giancarlo Fisichella,FIS,Minardi Ford,24,14:34:19,33.641,33.641
227,57,1,1996,europe,7,Mika Hakkinen,HAK,McLaren Mercedes,25,14:34:50,26.428,26.428
227,79,1,1996,europe,18,Ukyo Katayama,KAT,Tyrrell Yamaha,24,14:35:33,29.323,29.323
227,35,1,1996,europe,6,Jacques Villeneuve,VIL,Williams Renault,26,14:35:54,30.934,30.934
227,63,1,1996,europe,19,Mika Salo,SAL,Tyrrell Yamaha,28,14:39:29,27.618,27.618
227,64,1,1996,europe,10,Pedro Diniz,DIN,Ligier Mugen Honda,29,14:41:14,34.619,34.619
227,57,2,1996,europe,7,Mika Hakkinen,HAK,McLaren Mercedes,31,14:43:25,31.058,57.486
227,49,2,1996,europe,15,Heinz-Harald Frentzen,FRE,Sauber Ford,42,14:59:05,28.723,57.144
227,71,2,1996,europe,5,Damon Hill,HIL,Williams Renault,43,15:00:31,28.955,1:11.304
227,63,2,1996,europe,19,Mika Salo,SAL,Tyrrell Yamaha,43,15:00:41,28.097,55.715
227,30,2,1996,europe,1,Michael Schumacher,MSC,Ferrari,44,15:01:15,29.828,58.168
227,57,3,1996,europe,7,Mika Hakkinen,HAK,McLaren Mercedes,45,15:01:49,28.471,1:25.957
227,83,2,1996,europe,20,Pedro Lamy,LAM,Minardi Ford,43,15:01:54,30.003,1:00.115
227,77,3,1996,europe,4,Gerhard Berger,BER,Benetton Renault,44,15:02:19,40.593,2:19.757
227,22,2,1996,europe,11,Rubens Barrichello,BAR,Jordan Peugeot,45,15:03:03,32.469,1:06.382
227,65,2,1996,europe,14,Johnny Herbert,HER,Sauber Ford,45,15:03:29,29.080,58.874
227,35,2,1996,europe,6,Jacques Villeneuve,VIL,Williams Renault,46,15:03:59,29.688,1:00.622
227,73,2,1996,europe,16,Ricardo Rosset,ROS,Footwork Hart,45,15:04:26,31.741,1:04.707
227,14,2,1996,europe,8,David Coulthard,COU,McLaren Mercedes,46,15:04:27,28.576,59.864
227,79,2,1996,europe,18,Ukyo Katayama,KAT,Tyrrell Yamaha,45,15:05:09,30.236,59.559
227,84,2,1996,europe,12,Martin Brundle,BRU,Jordan Peugeot,47,15:06:05,28.931,59.317
227,21,2,1996,europe,21,Giancarlo Fisichella,FIS,Minardi Ford,46,15:06:26,31.649,1:05.290
227,57,4,1996,europe,7,Mika Hakkinen,HAK,McLaren Mercedes,50,15:10:32,31.281,1:57.238
227,49,3,1996,europe,15,Heinz-Harald Frentzen,FRE,Sauber Ford,57,15:20:50,27.729,1:24.873
228,35,1,1996,san-marino,6,Jacques Villeneuve,VIL,Williams Renault,1,14:02:24,30.203,30.203
228,44,1,1996,san-marino,9,Olivier Panis,PAN,Ligier Mugen Honda,14,14:21:41,24.945,24.945
228,21,1,1996,san-marino,21,Giancarlo Fisichella,FIS,Minardi Ford,16,14:25:04,25.111,25.111
228,69,1,1996,san-marino,22,Luca Badoer,BAD,Forti Ford,16,14:25:12,24.226,24.226
228,50,1,1996,san-marino,17,Jos Verstappen,VER,Footwork Hart,18,14:27:36,35.077,35.077
228,57,1,1996,san-marino,7,Mika Hakkinen,HAK,McLaren Mercedes,18,14:27:43,23.518,23.518
228,79,1,1996,san-marino,18,Ukyo Katayama,KAT,Tyrrell Yamaha,18,14:27:46,22.875,22.875
228,55,1,1996,san-marino,3,Jean Alesi,ALE,Benetton Renault,19,14:29:04,34.112,34.112
228,14,1,1996,san-marino,8,David Coulthard,COU,McLaren Mercedes,20,14:30:09,23.039,23.039
228,69,2,1996,san-marino,22,Luca Badoer,BAD,Forti Ford,19,14:30:22,24.898,49.124
228,49,1,1996,san-marino,15,Heinz-Harald Frentzen,FRE,Sauber Ford,20,14:30:43,23.034,23.034
228,73,1,1996,san-marino,16,Ricardo Rosset,ROS,Footwork Hart,20,14:31:11,26.715,26.715
228,83,1,1996,san-marino,20,Pedro Lamy,LAM,Minardi Ford,20,14:31:13,20.722,20.722
228,30,1,1996,san-marino,1,Michael Schumacher,MSC,Ferrari,21,14:31:38,24.952,24.952
228,84,1,1996,san-marino,12,Martin Brundle,BRU,Jordan Peugeot,21,14:32:08,30.874,30.874
228,64,1,1996,san-marino,10,Pedro Diniz,DIN,Ligier Mugen Honda,21,14:32:20,24.938,24.938
228,22,1,1996,san-marino,11,Rubens Barrichello,BAR,Jordan Peugeot,22,14:33:27,27.646,27.646
228,65,1,1996,san-marino,14,Johnny Herbert,HER,Sauber Ford,22,14:33:45,24.431,24.431
228,63,1,1996,san-marino,19,Mika Salo,SAL,Tyrrell Yamaha,23,14:34:55,21.832,21.832
228,84,2,1996,san-marino,12,Martin Brundle,BRU,Jordan Peugeot,23,14:35:40,25.027,55.901
228,65,2,1996,san-marino,14,Johnny Herbert,HER,Sauber Ford,23,14:35:44,35.312,59.743
228,83,2,1996,san-marino,20,Pedro Lamy,LAM,Minardi Ford,23,14:36:10,27.518,48.240
228,77,1,1996,san-marino,4,Gerhard Berger,BER,Benetton Renault,25,14:37:52,22.313,22.313
228,65,3,1996,san-marino,14,Johnny Herbert,HER,Sauber Ford,25,14:39:34,2:23.737,3:23.480
228,69,3,1996,san-marino,22,Luca Badoer,BAD,Forti Ford,25,14:40:09,26.166,1:15.290
228,35,2,1996,san-marino,6,Jacques Villeneuve,VIL,Williams Renault,26,14:40:25,24.344,54.547
228,56,1,1996,san-marino,2,Eddie Irvine,IRV,Ferrari,27,14:41:08,23.836,23.836
228,55,2,1996,san-marino,3,Jean Alesi,ALE,Benetton Renault,27,14:41:48,27.267,1:01.379
228,71,1,1996,san-marino,5,Damon Hill,HIL,Williams Renault,30,14:45:09,22.838,22.838
228,69,4,1996,san-marino,22,Luca Badoer,BAD,Forti Ford,31,14:49:57,34.642,1:49.932
228,79,2,1996,san-marino,18,Ukyo Katayama,KAT,Tyrrell Yamaha,39,15:00:11,22.910,45.785
228,30,2,1996,san-marino,1,Michael Schumacher,MSC,Ferrari,40,15:00:25,26.934,51.886
228,55,3,1996,san-marino,3,Jean Alesi,ALE,Benetton Renault,40,15:01:47,24.136,1:25.515
228,14,2,1996,san-marino,8,David Coulthard,COU,McLaren Mercedes,41,15:02:12,37.955,1:00.994
228,56,2,1996,san-marino,2,Eddie Irvine,IRV,Ferrari,41,15:02:33,27.111,50.947
